期次,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,销售额,奖池金额
15036,2015-04-01,14,18,20,23,24,04,08,,"1,251,569,256"
15035,2015-03-30,22,24,29,30,35,01,10,,"1,230,022,010"
15034,2015-03-28,04,08,15,18,26,05,09,,"1,218,836,194"
15033,2015-03-25,03,17,22,26,28,03,07,,"1,226,652,726"
15032,2015-03-23,06,21,25,27,30,07,11,,"1,196,045,799"
15031,2015-03-21,07,21,29,32,33,04,12,,"1,185,204,347"
15030,2015-03-18,09,18,19,26,31,02,05,,"1,177,191,244"
15029,2015-03-16,07,10,19,30,35,03,05,,"1,156,201,713"
15028,2015-03-14,03,09,28,32,33,09,10,,"1,125,436,730"
15027,2015-03-11,05,21,22,25,28,03,10,,"1,132,469,279"
15026,2015-03-09,11,13,14,15,22,02,08,,"1,108,175,348"
15025,2015-03-07,07,10,20,22,27,10,11,,"1,127,093,621"
15024,2015-03-04,02,06,08,16,34,03,04,,"1,110,363,550"
15023,2015-03-02,06,09,11,12,22,03,11,,"1,075,234,387"
15022,2015-02-28,09,11,14,15,26,11,12,,"1,052,353,522"
15021,2015-02-25,22,23,24,26,31,05,06,,"1,011,148,456"
15020,2015-02-16,11,26,28,29,32,01,04,,"975,106,845"
15019,2015-02-14,02,08,16,22,24,01,03,,"1,056,985,003"
15018,2015-02-11,04,07,10,23,31,03,07,,"1,013,044,052"
15017,2015-02-09,07,13,16,17,29,01,07,,"980,636,543"
15016,2015-02-07,06,07,16,20,34,09,11,,"949,403,008"
15015,2015-02-04,01,05,13,17,32,04,11,,"901,055,602"
15014,2015-02-02,08,16,25,29,35,03,10,,"934,144,755"
15013,2015-01-31,11,15,25,28,35,07,10,,"922,796,421"
15012,2015-01-28,03,04,06,11,31,05,09,,"877,629,027"
15011,2015-01-26,04,13,22,25,30,01,06,,"867,227,273"
15010,2015-01-24,02,06,17,30,35,02,07,,"922,553,782"
15009,2015-01-21,17,22,26,27,33,06,10,,"885,966,276"
15008,2015-01-19,07,10,11,15,17,03,10,,"838,917,495"
15007,2015-01-17,02,07,08,14,31,04,08,,"1,084,804,698"
15006,2015-01-14,06,08,30,32,33,03,07,,"1,061,791,325"
15005,2015-01-12,11,14,15,18,19,07,08,,"1,056,022,676"
15004,2015-01-10,03,12,14,18,28,05,06,,"1,063,303,937"
15003,2015-01-07,12,19,27,28,34,01,12,,"1,058,932,056"
15002,2015-01-05,03,14,20,26,32,06,10,,"1,092,064,321"
15001,2015-01-03,08,09,19,27,30,06,07,,"1,084,864,825"
14154,2014-12-31,05,12,17,23,28,02,09,,"1,135,404,076"
14153,2014-12-29,01,08,13,24,32,05,10,,"1,212,140,454"
14152,2014-12-27,05,12,18,24,33,01,05,,"1,211,422,140"
14151,2014-12-24,03,08,26,31,32,08,12,,"1,192,625,943"
14150,2014-12-22,19,21,30,33,35,05,07,,"1,211,404,301"
14149,2014-12-20,02,13,19,26,35,01,05,,"1,234,346,541"
14148,2014-12-17,03,09,10,11,20,07,09,,"1,326,828,262"
14147,2014-12-15,05,09,14,26,34,02,09,,"1,324,845,582"
14146,2014-12-13,02,16,23,24,28,10,11,,"1,361,277,737"
14145,2014-12-10,15,19,22,24,26,10,11,,"1,321,185,915"
14144,2014-12-08,01,21,24,25,35,04,11,,"1,290,463,839"
14143,2014-12-06,01,11,14,18,25,06,10,,"1,241,070,437"
14142,2014-12-03,18,21,25,28,30,04,06,,"1,213,685,929"
14141,2014-12-01,04,17,20,26,29,05,08,,"1,244,535,901"
14140,2014-11-29,01,19,20,25,34,07,12,,"1,251,566,141"
14139,2014-11-26,03,05,07,15,34,01,10,,"1,200,995,750"
14138,2014-11-24,01,07,29,32,34,09,12,,"1,185,612,824"
14137,2014-11-22,02,11,16,22,34,02,05,,"1,178,643,374"
14136,2014-11-19,04,18,20,34,35,07,11,,"1,154,305,279"
14135,2014-11-17,20,26,28,30,35,09,12,,"1,191,956,659"
14134,2014-11-15,02,05,07,11,32,09,12,,"1,157,903,994"
14133,2014-11-12,02,08,12,14,18,04,12,,"1,125,548,895"
14132,2014-11-10,01,03,04,19,32,01,07,,"1,103,993,932"
14131,2014-11-08,03,16,19,23,27,03,07,,"1,070,373,608"
14130,2014-11-05,02,18,31,32,33,05,07,,"1,047,946,346"
14129,2014-11-03,07,22,28,30,32,05,06,,"1,043,803,747"
14128,2014-11-01,02,04,16,22,34,08,11,,"1,012,105,455"
14127,2014-10-29,02,04,06,15,19,02,11,,"980,248,197"
14126,2014-10-27,02,09,22,30,34,09,10,,"973,284,763"
14125,2014-10-25,12,15,19,23,31,04,10,,"941,910,615"
14124,2014-10-22,01,03,28,29,35,08,12,,"926,501,357"
14123,2014-10-20,01,09,12,22,25,02,09,,"926,243,050"
14122,2014-10-18,03,10,25,26,35,01,07,,"922,321,109"
14121,2014-10-15,13,16,18,22,32,08,10,,"903,584,105"
14120,2014-10-13,01,04,06,18,33,05,11,,"901,617,720"
14119,2014-10-11,04,08,09,13,18,08,12,,"876,616,071"
14118,2014-10-08,02,03,23,24,26,05,11,,"848,491,203"
14117,2014-10-06,03,14,17,18,33,06,09,,"806,936,584"
14116,2014-10-04,06,13,15,24,27,04,05,,"797,914,592"
14115,2014-10-01,01,05,26,29,30,02,10,,"770,028,734"
14114,2014-09-29,03,16,24,30,33,05,08,,"759,165,112"
14113,2014-09-27,02,13,17,19,23,01,06,,"770,352,154"
14112,2014-09-24,03,05,14,18,32,02,10,,"778,946,120"
14111,2014-09-22,11,16,18,20,29,03,04,,"766,059,220"
14110,2014-09-20,09,18,19,22,24,08,11,,"729,018,439"
14109,2014-09-17,15,18,20,21,23,01,02,,"707,079,547"
14108,2014-09-15,01,02,13,23,35,09,12,,"709,422,417"
14107,2014-09-13,05,13,14,21,34,08,10,,"691,019,481"
14106,2014-09-10,05,09,11,20,22,05,11,,"657,364,184"
14105,2014-09-08,04,10,26,29,32,04,08,,"634,577,614"
14104,2014-09-06,07,13,14,28,32,04,11,,"621,617,813"
14103,2014-09-03,14,20,23,25,26,10,12,,"626,567,022"
14102,2014-09-01,01,07,14,19,20,03,12,,"596,966,907"
14101,2014-08-30,09,10,12,17,28,03,11,,"595,465,040"
14100,2014-08-27,02,04,08,12,35,01,07,,"559,791,030"
14099,2014-08-25,15,21,22,23,33,01,07,,"541,306,441"
14098,2014-08-23,16,18,22,25,35,03,10,,"529,856,031"
14097,2014-08-20,03,15,20,21,23,07,09,,"508,112,843"
14096,2014-08-18,03,07,21,23,31,05,10,,"476,575,124"
14095,2014-08-16,06,22,30,31,34,05,06,,"508,319,326"
14094,2014-08-13,13,14,24,25,34,04,07,,"510,765,155"
14093,2014-08-11,03,08,30,32,34,09,11,,"538,115,272"
14092,2014-08-09,02,18,27,30,32,05,11,,"498,422,452"
14091,2014-08-06,10,16,18,29,32,02,07,,"466,511,258"
14090,2014-08-04,02,03,20,23,28,06,08,,"439,724,222"
14089,2014-08-02,02,08,12,29,30,07,12,,"897,430,770"
14088,2014-07-30,07,13,20,25,26,08,11,,"929,910,085"
14087,2014-07-28,04,07,31,33,35,09,10,,"916,892,029"
14086,2014-07-26,06,08,27,29,35,03,09,,"886,731,623"
14085,2014-07-23,06,12,13,25,29,11,12,,"879,455,090"
14084,2014-07-21,02,07,09,11,28,05,09,,"875,765,643"
14083,2014-07-19,18,20,24,33,35,05,10,,"892,251,472"
14082,2014-07-16,01,08,18,23,25,08,12,,"872,216,864"
14081,2014-07-14,03,05,08,10,25,09,12,,"830,154,471"
14080,2014-07-12,17,20,23,25,27,03,10,,"792,428,610"
14079,2014-07-09,09,10,20,31,32,06,10,,"783,615,300"
14078,2014-07-07,10,15,16,22,28,04,05,,"778,417,883"
14077,2014-07-05,09,16,26,31,32,01,05,,"765,404,764"
14076,2014-07-02,05,10,19,31,32,09,10,,"760,644,298"
14075,2014-06-30,05,07,29,32,35,04,10,,"729,191,341"
14074,2014-06-28,06,11,22,27,30,05,11,,"750,501,664"
14073,2014-06-25,04,05,07,13,35,05,06,,"729,295,547"
14072,2014-06-23,17,19,22,24,30,02,09,,"727,466,021"
14071,2014-06-21,04,14,15,22,23,01,07,,"696,804,568"
14070,2014-06-18,01,02,07,10,32,04,12,,"669,821,040"
14069,2014-06-16,16,22,27,29,31,02,09,,"658,384,418"
14068,2014-06-14,05,15,24,29,35,05,06,,"648,506,595"
14067,2014-06-11,03,18,23,24,31,03,07,,"642,565,242"
14066,2014-06-09,08,14,16,20,31,03,11,,"609,851,883"
14065,2014-06-07,07,12,19,31,33,07,12,,"593,113,888"
14064,2014-06-04,08,15,33,34,35,01,08,,"605,400,258"
14063,2014-06-02,11,17,21,23,34,03,04,,"603,289,864"
14062,2014-05-31,04,07,17,24,25,02,04,,"576,508,734"
14061,2014-05-28,04,11,17,20,29,06,10,,"530,528,894"
14060,2014-05-26,12,22,29,30,34,05,11,,"508,335,617"
14059,2014-05-24,07,15,17,25,29,04,11,,"499,050,363"
14058,2014-05-21,09,15,22,24,26,02,07,,"514,062,616"
14057,2014-05-19,08,10,20,27,33,01,09,,"513,584,094"
14056,2014-05-17,12,18,28,29,35,07,08,,"518,055,775"
14055,2014-05-14,04,23,26,27,35,10,11,,"497,660,787"
14054,2014-05-12,02,03,20,25,34,01,12,,"479,762,955"
14053,2014-05-10,02,11,17,27,30,03,04,,"465,963,587"
14052,2014-05-07,14,19,21,24,30,02,07,,"448,239,242"
14051,2014-05-05,01,07,11,29,30,03,11,,"426,593,556"
14050,2014-05-03,10,18,27,28,35,01,06,,"449,771,795"
14049,2014-04-30,03,15,17,22,31,03,05,,"427,750,617"
14048,2014-04-28,01,02,05,15,35,01,11,,"410,032,886"
14047,2014-04-26,06,17,18,30,34,06,12,,"404,566,567"
14046,2014-04-23,03,15,18,21,26,01,06,,"387,964,150"
14045,2014-04-21,06,10,12,16,30,02,11,,"376,989,546"
14044,2014-04-19,22,23,25,27,35,03,11,,"358,093,528"
14043,2014-04-16,01,11,23,29,30,01,12,,"347,321,907"
14042,2014-04-14,16,21,25,27,35,06,11,,"319,726,297"
14041,2014-04-12,05,07,11,15,18,05,12,,"325,477,040"
14040,2014-04-09,12,15,21,30,33,02,08,,"320,311,146"
14039,2014-04-07,02,05,11,15,20,08,11,,"316,737,417"
14038,2014-04-05,07,08,12,20,32,03,05,,"290,675,013"
14037,2014-04-02,03,04,08,19,34,02,04,,"294,858,966"
14036,2014-03-31,01,02,12,17,29,03,08,,"293,099,516"
14035,2014-03-29,09,12,14,28,29,03,10,,"291,041,521"
14034,2014-03-26,03,11,14,27,32,05,07,,"294,040,655"
14033,2014-03-24,01,07,08,28,29,04,08,,"313,921,770"
14032,2014-03-22,02,05,06,09,31,02,09,,"313,118,209"
14031,2014-03-19,06,15,27,32,33,03,04,,"298,257,838"
14030,2014-03-17,03,14,18,29,35,11,12,,"299,990,119"
14029,2014-03-15,03,21,22,23,35,05,09,,"302,523,173"
14028,2014-03-12,03,10,20,25,30,10,12,,"323,066,741"
14027,2014-03-10,09,10,24,28,29,10,12,,"313,884,979"
14026,2014-03-08,05,10,12,15,26,04,08,,"318,035,173"
14025,2014-03-05,19,20,27,32,34,06,08,,"292,317,488"
14024,2014-03-03,07,11,15,31,32,06,11,,"297,992,483"
14023,2014-03-01,04,13,15,29,33,05,09,,"306,189,144"
14022,2014-02-26,03,06,10,16,25,10,11,,"325,669,431"
14021,2014-02-24,06,10,17,23,24,03,09,,"309,059,701"
14020,2014-02-22,01,14,17,30,35,06,07,,"322,855,712"
14019,2014-02-19,07,12,22,29,32,11,12,,"316,455,971"
14018,2014-02-17,08,09,12,28,34,02,12,,"317,846,981"
14017,2014-02-15,05,10,11,23,34,01,10,,"295,873,500"
14016,2014-02-12,04,06,13,24,34,04,09,,"312,409,622"
14015,2014-02-10,04,06,18,20,30,05,07,,"336,487,176"
14014,2014-02-08,01,09,11,27,29,03,11,,"325,125,162"
14013,2014-01-29,10,11,13,22,28,04,12,,"324,041,671"
14012,2014-01-27,09,20,21,23,29,05,07,,"308,985,857"
14011,2014-01-25,04,06,14,24,35,07,12,,"305,399,026"
14010,2014-01-22,05,10,20,26,27,01,03,,"289,164,215"
14009,2014-01-20,10,18,25,29,33,07,08,,"277,824,746"
14008,2014-01-18,11,13,20,28,35,01,05,,"282,150,599"
14007,2014-01-15,08,11,14,21,32,03,11,,"263,085,157"
14006,2014-01-13,01,04,07,16,35,06,08,,"279,505,469"
14005,2014-01-11,15,17,18,29,33,04,08,,"251,264,064"
14004,2014-01-08,07,10,19,27,28,09,12,,"259,377,488"
14003,2014-01-06,07,11,13,21,33,05,06,,"262,749,156"
14002,2014-01-04,01,12,21,24,29,01,07,,"265,231,194"
14001,2014-01-01,05,13,20,23,29,08,11,,"245,814,203"
13153,2013-12-30,04,05,16,17,30,03,09,,"235,568,607"
13152,2013-12-28,09,12,14,18,19,03,09,,"208,662,004"
13151,2013-12-25,02,13,21,27,30,03,04,,"218,469,468"
13150,2013-12-23,06,07,14,18,22,08,11,,"195,421,794"
13149,2013-12-21,06,07,08,09,13,05,07,,"180,873,480"
13148,2013-12-18,02,05,09,29,32,03,07,,"177,610,569"
13147,2013-12-16,03,09,22,24,25,05,09,,"171,377,233"
13146,2013-12-14,06,07,15,25,31,01,09,,"168,244,721"
13145,2013-12-11,02,13,15,18,20,02,11,,"153,157,780"
13144,2013-12-09,03,20,21,23,35,02,08,,"128,088,241"
13143,2013-12-07,03,08,14,21,31,06,08,,"118,184,260"
13142,2013-12-04,06,11,25,28,29,04,12,,"115,535,221"
13141,2013-12-02,05,15,18,25,31,08,10,,"111,701,804"
13140,2013-11-30,01,12,17,26,28,01,06,,"91,556,766"
13139,2013-11-27,05,06,18,20,31,06,07,,"82,963,265"
13138,2013-11-25,03,08,13,17,24,07,09,,"81,149,879"
13137,2013-11-23,04,12,32,33,34,06,08,,"152,139,878"
13136,2013-11-20,05,11,15,25,28,05,11,,"154,167,079"
13135,2013-11-18,04,13,19,25,26,07,12,,"171,612,098"
13134,2013-11-16,02,13,19,23,32,02,09,,"148,480,349"
13133,2013-11-13,02,08,10,16,17,09,12,,"122,965,280"
13132,2013-11-11,23,26,28,31,34,02,10,,"105,675,073"
13131,2013-11-09,12,15,29,30,31,04,12,,"116,854,488"
13130,2013-11-06,08,09,15,19,30,06,09,,"95,469,948"
13129,2013-11-04,11,23,29,30,33,01,04,,"103,338,276"
13128,2013-11-02,11,13,27,33,35,01,02,,"113,183,371"
13127,2013-10-30,03,14,16,19,32,05,10,,"165,583,037"
13126,2013-10-28,09,10,15,18,30,03,06,,"172,845,865"
13125,2013-10-26,04,08,14,23,28,04,08,,"178,104,632"
13124,2013-10-23,05,07,18,21,32,10,11,,"207,891,533"
13123,2013-10-21,02,09,10,33,34,05,12,,"201,386,997"
13122,2013-10-19,15,17,20,24,35,04,12,,"183,742,526"
13121,2013-10-16,03,18,19,20,24,03,12,,"167,954,219"
13120,2013-10-14,06,14,15,22,26,03,11,,"167,252,806"
13119,2013-10-12,01,02,16,23,35,01,11,,"144,276,439"
13118,2013-10-09,04,06,11,20,31,01,05,,"124,989,788"
13117,2013-10-07,05,16,23,25,33,07,12,,"112,954,194"
13116,2013-10-05,13,22,23,30,33,09,11,,"97,540,922"
13115,2013-10-02,05,16,29,32,34,04,11,,"87,253,881"
13114,2013-09-30,06,17,21,23,33,01,09,,"135,253,881"
13113,2013-09-28,19,21,23,28,30,08,12,,"154,688,007"
13112,2013-09-25,02,10,20,22,29,05,12,,"164,634,801"
13111,2013-09-23,07,12,13,20,27,01,03,,"151,209,447"
13110,2013-09-21,07,16,18,32,33,02,07,,"149,035,335"
13109,2013-09-18,13,20,26,29,32,02,06,,"145,869,127"
13108,2013-09-16,05,10,13,15,18,02,11,,"134,193,271"
13107,2013-09-14,07,13,14,18,25,05,12,,"111,070,403"
13106,2013-09-11,06,07,12,13,27,03,12,,"88,399,110"
13105,2013-09-09,07,13,27,30,34,01,12,,"73,054,761"
13104,2013-09-07,02,05,11,27,29,01,11,,"61,624,635"
13103,2013-09-04,05,08,13,16,31,03,09,,"37,443,844"
13102,2013-09-02,06,12,15,19,26,02,11,,"36,350,423"
13101,2013-08-31,04,09,13,15,32,02,09,,"14,743,158"
13100,2013-08-28,09,12,24,26,30,05,09,,"6,402,825"
13099,2013-08-26,04,11,28,30,33,05,12,,"12,009,973"
13098,2013-08-24,02,06,16,29,34,10,11,,"35,352,220"
13097,2013-08-21,07,08,13,17,32,03,08,,"28,216,869"
13096,2013-08-19,17,19,20,22,26,06,08,,"19,111,160"
13095,2013-08-17,03,17,28,30,33,01,10,,"642,661"
13094,2013-08-14,03,28,33,34,35,06,09,,0
13093,2013-08-12,01,05,17,18,26,05,07,,0
13092,2013-08-10,07,10,21,27,33,03,09,,0
13091,2013-08-07,04,09,28,34,35,02,08,,0
13090,2013-08-05,02,26,30,31,33,11,12,,"5,263,955"
13089,2013-08-03,06,07,23,24,29,04,11,,"2,846,241"
13088,2013-07-31,03,05,08,33,35,01,03,,0
13087,2013-07-29,09,12,22,32,34,02,04,,"42,617,129"
13086,2013-07-27,09,16,26,29,31,06,09,,"28,968,747"
13085,2013-07-24,08,19,23,27,32,03,05,,"98,643,241"
13084,2013-07-22,08,22,26,29,35,01,05,,"105,974,540"
13083,2013-07-20,26,29,30,32,35,04,10,,"86,994,313"
13082,2013-07-17,03,09,25,26,33,03,12,,"171,994,313"
13081,2013-07-15,07,09,15,17,23,02,07,,"150,300,415"
13080,2013-07-13,06,21,23,27,31,04,06,,"132,673,164"
13079,2013-07-10,09,10,17,21,34,01,07,,"106,225,828"
13078,2013-07-08,02,07,23,31,33,02,08,,"104,883,662"
13077,2013-07-06,24,26,30,32,35,06,12,,"103,028,044"
13076,2013-07-03,13,15,16,26,27,09,10,,"106,302,568"
13075,2013-07-01,01,11,13,19,35,07,08,,"111,311,262"
13074,2013-06-29,06,14,20,24,32,01,07,,"112,228,527"
13073,2013-06-26,03,05,23,27,31,02,06,,"124,925,587"
13072,2013-06-24,12,27,28,33,35,03,05,,"131,224,965"
13071,2013-06-22,13,19,26,27,28,03,11,,"170,320,645"
13070,2013-06-19,09,12,18,21,29,01,08,,"172,138,704"
13069,2013-06-17,06,12,13,16,30,07,12,,"165,804,899"
13068,2013-06-15,10,17,27,34,35,05,07,,"151,050,094"
13067,2013-06-12,02,03,05,08,29,10,12,,"168,117,873"
13066,2013-06-10,06,07,13,33,34,02,11,,"173,469,085"
13065,2013-06-08,09,28,31,34,35,02,09,,"164,666,357"
13064,2013-06-05,21,24,26,28,32,01,03,,"159,171,307"
13063,2013-06-03,03,05,11,27,28,05,06,,"146,067,573"
13062,2013-06-01,01,05,08,09,12,09,12,,"133,663,835"
13061,2013-05-29,01,14,18,21,32,05,10,,"142,690,976"
13060,2013-05-27,15,25,26,32,35,05,10,,"116,219,946"
13059,2013-05-25,03,08,11,24,27,07,12,,"148,773,878"
13058,2013-05-22,20,21,27,31,35,07,11,,"125,968,561"
13057,2013-05-20,07,15,27,33,35,07,10,,"123,030,080"
13056,2013-05-18,11,22,30,32,35,03,04,,"106,703,983"
13055,2013-05-15,04,05,22,23,24,03,09,,"107,162,071"
13054,2013-05-13,05,08,21,30,32,01,08,,"114,882,950"
13053,2013-05-11,13,31,33,34,35,05,07,,"123,304,395"
13052,2013-05-08,01,02,10,29,31,01,10,,"166,304,395"
13051,2013-05-06,05,08,15,18,33,07,08,,"189,058,365"
13050,2013-05-04,14,22,30,32,33,07,08,,"183,101,262"
13049,2013-05-01,18,22,25,31,32,04,06,,"185,855,837"
13048,2013-04-29,10,11,23,32,33,01,04,,"180,774,662"
13047,2013-04-27,12,20,28,30,35,03,11,,"228,283,036"
13046,2013-04-24,15,16,19,25,32,05,11,,"207,466,383"
13045,2013-04-22,08,11,12,21,25,02,07,,"186,295,531"
13044,2013-04-20,07,11,13,18,28,05,10,,"192,471,304"
13043,2013-04-17,07,13,25,34,35,07,09,,"192,316,919"
13042,2013-04-15,02,06,22,23,33,01,06,,"200,479,790"
13041,2013-04-13,03,13,14,15,34,05,08,,"198,017,788"
13040,2013-04-10,16,17,22,26,35,03,10,,"205,633,582"
13039,2013-04-08,06,23,30,33,35,07,10,,"192,846,712"
13038,2013-04-06,01,19,24,25,26,07,09,,"180,313,811"
13037,2013-04-03,02,26,31,32,34,06,08,,"159,171,880"
13036,2013-04-01,08,12,32,33,35,03,05,,"158,595,131"
13035,2013-03-30,05,14,28,32,34,07,08,,"157,137,514"
13034,2013-03-27,01,03,11,19,29,04,08,,"175,024,647"
13033,2013-03-25,12,18,22,28,31,01,11,,"183,084,465"
13032,2013-03-23,12,27,28,33,35,01,08,,"159,896,906"
13031,2013-03-20,12,17,18,26,32,10,11,,"152,903,939"
13030,2013-03-18,03,05,09,10,28,05,07,,"142,906,622"
13029,2013-03-16,05,07,17,25,26,04,10,,"124,168,043"
13028,2013-03-13,13,19,28,30,34,08,12,,"117,290,371"
13027,2013-03-11,03,12,14,24,35,03,08,,"99,217,311"
13026,2013-03-09,02,10,16,30,33,05,06,,"86,999,987"
13025,2013-03-06,03,23,25,26,28,10,12,,"95,037,003"
13024,2013-03-04,09,12,14,18,24,01,04,,"84,966,486"
13023,2013-03-02,05,19,24,26,35,05,07,,"68,857,932"
13022,2013-02-27,03,04,13,17,23,03,08,,"53,204,819"
13021,2013-02-25,23,24,28,30,33,01,11,,"43,329,822"
13020,2013-02-23,06,11,20,31,32,05,09,,"30,797,768"
13019,2013-02-20,06,12,17,29,30,07,11,,"18,419,704"
13018,2013-02-18,20,23,31,33,34,03,09,,"11,738,506"
13017,2013-02-16,11,14,22,29,34,05,11,,"10,000,000"
13016,2013-02-06,05,15,19,27,32,08,09,,"170,130,710"
13015,2013-02-04,14,15,26,32,33,01,11,,"152,902,085"
13014,2013-02-02,05,08,25,29,31,02,04,,"154,624,839"
13013,2013-01-30,13,15,29,30,35,01,11,,"146,150,128"
13012,2013-01-28,01,14,31,32,34,02,11,,"135,535,963"
13011,2013-01-26,01,02,08,15,23,06,09,,"116,673,757"
13010,2013-01-23,09,15,17,18,29,09,11,,"117,031,592"
13009,2013-01-21,10,17,19,27,29,05,12,,"100,586,068"
13008,2013-01-19,02,07,25,29,34,03,06,,"124,053,473"
13007,2013-01-16,14,29,32,33,34,03,06,,"116,585,204"
13006,2013-01-14,08,20,25,31,32,05,07,,"126,585,204"
13005,2013-01-12,18,22,26,28,31,10,12,,"123,594,996"
13004,2013-01-09,07,08,12,20,25,03,07,,"101,548,129"
13003,2013-01-07,01,16,18,21,31,09,12,,"120,141,232"
13002,2013-01-05,04,20,27,31,32,06,12,,"108,094,375"
13001,2013-01-02,06,09,11,31,32,05,11,,"87,583,599"
12154,2012-12-31,03,26,27,31,32,03,09,,"69,462,813"
12153,2012-12-29,08,09,10,13,22,05,10,,"54,890,188"
12152,2012-12-26,04,17,26,33,34,02,08,,"42,430,665"
12151,2012-12-24,03,19,20,24,33,03,04,,"69,714,376"
12150,2012-12-22,02,14,18,24,31,02,03,,"51,830,291"
12149,2012-12-19,02,10,23,33,34,05,10,,"30,708,485"
12148,2012-12-17,04,16,27,29,34,06,11,,"32,076,134"
12147,2012-12-15,02,03,17,19,33,02,09,,"28,529,333"
12146,2012-12-12,01,10,13,17,26,06,08,,"22,302,458"
12145,2012-12-10,05,22,31,33,35,06,09,,"22,893,881"
12144,2012-12-08,11,13,14,21,29,01,10,,"3,369,368"
12143,2012-12-05,09,27,29,30,31,03,06,,"102,870,962"
12142,2012-12-03,15,19,29,34,35,07,10,,"109,794,215"
12141,2012-12-01,03,11,19,23,34,02,12,,"109,227,850"
12140,2012-11-28,07,17,27,28,29,09,10,,"102,910,036"
12139,2012-11-26,09,10,12,22,25,04,11,,"159,798,479"
12138,2012-11-24,13,17,27,31,33,06,12,,"168,189,135"
12137,2012-11-21,03,12,20,21,27,01,06,,"176,275,822"
12136,2012-11-19,02,23,29,30,31,01,04,,"187,811,157"
12135,2012-11-17,03,05,17,18,33,06,07,,"195,352,677"
12134,2012-11-14,01,06,18,32,35,02,07,,"174,119,756"
12133,2012-11-12,05,07,13,29,30,01,05,,"177,867,882"
12132,2012-11-10,05,08,21,25,33,01,11,,"158,224,875"
12131,2012-11-07,02,16,18,27,30,08,12,,"165,300,948"
12130,2012-11-05,14,19,23,29,30,06,07,,"162,055,982"
12129,2012-11-03,01,07,21,28,31,03,09,,"162,359,872"
12128,2012-10-31,09,10,19,30,31,04,11,,"158,101,513"
12127,2012-10-29,12,13,14,25,35,10,12,,"232,101,513"
12126,2012-10-27,13,14,21,28,29,05,10,,"222,582,953"
12125,2012-10-24,06,14,17,22,35,01,02,,"202,092,498"
12124,2012-10-22,07,11,19,20,35,05,10,,"185,343,410"
12123,2012-10-20,05,08,18,30,33,01,09,,"183,245,311"
12122,2012-10-17,23,24,25,29,31,03,12,,"185,975,688"
12121,2012-10-15,07,18,20,29,30,05,06,,"180,675,093"
12120,2012-10-13,02,10,21,23,29,03,04,,"205,781,709"
12119,2012-10-10,05,06,09,19,32,06,09,,"203,401,661"
12118,2012-10-08,05,17,25,30,33,01,12,,"198,330,008"
12117,2012-10-06,01,12,18,21,33,07,08,,"181,213,469"
12116,2012-10-03,01,11,18,20,22,07,10,,0
12115,2012-10-01,01,06,13,19,23,06,09,,"169,023,532"
12114,2012-09-29,03,06,21,33,35,01,07,,"154,150,771"
12113,2012-09-26,03,10,22,27,29,03,12,,"133,756,829"
12112,2012-09-24,01,02,28,31,35,05,07,,"140,279,011"
12111,2012-09-22,01,24,25,30,33,04,11,,"143,493,586"
12110,2012-09-19,01,11,17,19,26,05,12,,"125,852,385"
12109,2012-09-17,01,22,30,32,35,09,11,,"144,611,573"
12108,2012-09-15,06,07,12,24,35,02,06,,"157,260,079"
12107,2012-09-12,04,07,09,22,33,01,03,,"153,914,360"
12106,2012-09-10,15,23,25,29,31,09,10,,"137,174,318"
12105,2012-09-08,05,06,14,15,31,06,08,,"138,411,865"
12104,2012-09-05,16,18,24,25,27,04,09,,"140,640,872"
12103,2012-09-03,02,09,18,23,24,01,04,,"121,552,988"
12102,2012-09-01,02,04,06,13,35,04,08,,"118,360,865"
12101,2012-08-29,02,05,08,09,31,03,07,,"109,329,359"
12100,2012-08-27,07,09,13,19,27,01,03,,"97,280,598"
12099,2012-08-25,12,18,24,25,32,02,12,,"160,992,010"
12098,2012-08-22,02,11,28,29,30,06,12,,"140,602,551"
12097,2012-08-20,09,17,24,29,32,01,02,,"142,144,368"
12096,2012-08-18,05,10,19,24,35,08,09,,"138,933,742"
12095,2012-08-15,06,09,22,27,30,08,12,,"122,925,022"
12094,2012-08-13,02,14,23,32,35,01,10,,"127,108,672"
12093,2012-08-11,02,16,21,31,33,04,11,,"133,431,285"
12092,2012-08-08,08,09,23,25,31,02,12,,"124,289,219"
12091,2012-08-06,03,10,28,31,33,01,09,,"129,358,969"
12090,2012-08-04,02,21,27,29,33,02,10,,"130,347,386"
12089,2012-08-01,06,12,21,29,32,06,11,,"125,297,322"
12088,2012-07-30,13,17,24,30,35,02,10,,"108,698,300"
12087,2012-07-28,01,06,07,21,31,04,11,,"110,130,296"
12086,2012-07-25,03,20,25,29,32,05,10,,"95,922,991"
12085,2012-07-23,07,18,29,31,33,10,12,,"82,168,393"
12084,2012-07-21,21,24,27,29,31,01,02,,"122,538,709"
12083,2012-07-18,16,19,28,29,31,05,08,,"119,081,870"
12082,2012-07-16,02,04,09,10,15,08,10,,"114,033,805"
12081,2012-07-14,10,16,17,30,35,01,08,,"113,317,516"
12080,2012-07-11,11,12,14,25,28,02,05,,"110,424,961"
12079,2012-07-09,01,05,25,32,33,01,10,,"92,633,784"
12078,2012-07-07,01,02,23,25,35,05,12,,"80,255,739"
